episode, episode_reward, mean_reward
144,-104.4178068687365,-148.41061912246323
145,-147.54320687541463,-148.70681664481745
146,-163.0287341710776,-149.19086821993366
147,-64.26288733482919,-146.97140385492835
148,-114.37704152030426,-146.85232381835743
149,-287.0050179171119,-148.16978993773574
150,-76.19955114825656,-144.26998037149056
151,-121.1933099799361,-144.34663144250305
152,-167.9712111646997,-144.9921581362256
153,-116.85936746779477,-145.37971445118913
154,-53.047127249071124,-143.60217628113386
155,-81.22421601227207,-143.06696421321868
156,-149.17946007507683,-143.81870120845338
157,-109.77303861687676,-142.5674790775685
158,-244.20813730592909,-142.5937996719875
159,-146.30795278519815,-140.19078330550315
160,-48.11419572408987,-139.78877208190258
161,-150.17652411189974,-139.4105185599209
162,-129.02766060155454,-137.2941955678465
163,-77.6116761624908,-135.61485844202815
164,-117.87492600083736,-135.16865313248
165,-85.09470136921344,-133.81907638123138
166,-205.88283258488505,-134.86403427303105
167,-108.55262181953323,-133.14913672875892
168,-105.74126425892842,-133.0357460687552
169,-341.33792144556094,-135.29048489933808
170,-80.95077787829717,-135.4190339779225
171,-54.93481398829984,-135.37791573136099
172,-192.05607482356262,-136.21736845551803
173,-221.5568472580434,-137.2545416639051
174,-141.411414714779,-138.09455008444056
175,-118.81061063919923,-138.57469849668462
176,-139.1861881176207,-137.35959437354845
177,-65.72681864561989,-137.2434606712769
178,-160.69809159413757,-137.79092828755824
179,-120.22499439167922,-137.77217772687823
180,-120.8060271213742,-137.19476878786207
181,-88.7096758599264,-136.23842333169253
182,-43.498484311661215,-133.36401931232598
183,-73.3381397501548,-133.60934432297603
184,-91.06428978126675,-132.64896834560903
185,-52.58429358964686,-132.39652471389033
186,-74.26910378508897,-130.30463782380076
187,-109.67978450779833,-130.12795618141135
188,-70.92290203807889,-130.32162445066336
189,-111.74066341821026,-130.64035651775373
190,-138.49890598507733,-131.0596928923891
191,-117.27410396746284,-131.1317057161604
192,-151.33947019637287,-131.84161843169886
193,-77.39819648127343,-131.7976374461415
194,-48.24299552152715,-128.1151284131231
195,-62.47282425846977,-127.46469787727793
196,-74.81857842779601,-125.76007039816302
197,-205.6766433388204,-126.73448213691569
198,-70.29785504566756,-125.83033508776825
199,-208.22515012198954,-126.8448843219565
200,-158.55650403402052,-124.6254297968119
201,-92.99367509651111,-124.40202671524459
202,-120.80555170670894,-124.30822579552436
203,-154.1653514260155,-125.25307440829697
204,-87.43606946635704,-124.95191173150508
205,-127.63177970871334,-125.03548110941347
206,-118.86672376559508,-126.42929029129976
207,-162.70810557645044,-127.4273228593943
208,-170.86464641547505,-128.0911757915513
209,-99.51843256234451,-128.4996622733375
210,-89.93641524703095,-126.80874436054944
211,-110.88564518341373,-127.35715621085882
212,-157.24104057228746,-127.74314750595433
213,-64.3444964275568,-127.32054816348092
214,-77.91760991887368,-127.08033520701674
215,-156.0777750049706,-125.45634082039358
216,-58.13366955908526,-125.11085287504552
217,-76.49322776248033,-125.93216188879938
218,-235.48453289726177,-125.31948691969194
219,-83.66111974106022,-124.73118151798718
220,-290.8468728229576,-125.16096627710657
221,-222.3015627198913,-126.0999214687272
222,-122.6216397333506,-126.17241119661044
223,-55.933776461216716,-122.42652445356562
224,-250.98665669032084,-123.49220103593503
225,-65.70588191526437,-122.69673708637433
226,-40.88544749632996,-122.38798487021877
227,-76.85743991933961,-122.11521779651457
228,-178.51276734916217,-122.85144561059784
229,-364.73692508826554,-125.24448846054698
230,-137.37417678203798,-125.66883846974629
231,-175.09437707880943,-125.4158378933016
232,-66.42681738056925,-125.537451721402
233,-247.20082924754968,-128.18316498367793
234,-222.12006145710836,-127.99429199723878
235,-123.5357021723603,-128.07820346569343
236,-52.82366331549828,-128.12535551525735
237,-122.65165169899926,-127.95763515428872
238,-247.75077293470906,-129.34031409017763
239,-94.8070198977731,-127.1911897553565
240,-73.39278085399944,-127.22495819428356
241,-114.44975581347548,-127.10451035239493
242,-160.40803697438096,-127.96401864185248
243,-84.54735951371151,-127.98121457519775
244,-47.640417160740405,-127.41344067811778
245,-88.4883831198679,-126.82289244056231
246,-69.22180320491212,-125.88482313090066
247,-73.8331410461276,-125.98052566801363
248,-96.67493167912936,-125.80350456960188
249,-103.87422621913906,-123.97219665262215
250,-195.13956308338058,-125.16159677197342
251,-135.0484318214906,-125.30014799038896
252,-81.6954945920285,-124.43739082466223
253,-26.56633045039429,-123.53446045448824
254,-167.8573287122078,-124.68256246911959
255,-150.95039671939412,-125.37982427619079
256,-145.72513132742034,-125.34528098871425
257,-12.479589209917805,-124.37234649464466
258,-188.21087798761553,-123.81237390146154
259,-51.1375356585684,-122.86066973019524
260,-133.40104478884047,-123.71353822084275
261,-40.60589006356083,-122.61783188035938
262,-184.02932742614394,-123.16784854860526
263,-131.4904925415875,-123.70663671239622
264,-199.89339697942484,-124.5268214221821
265,-115.30583978892815,-124.82893280637923
266,-46.77650367002377,-123.2378695172306
267,-131.51376422136877,-123.46748094124898
268,-101.48893087146735,-123.42495760737438
269,-187.96069039428323,-121.89118529686158
270,-79.03908306433154,-121.87206834872194
271,-45.88681921335546,-121.78158840097248
272,-127.26311497424778,-121.13365880247935
273,-53.677562032667964,-119.45486595022558
274,-83.06684698570656,-118.87142027293484
275,-92.19647633304095,-118.6052789298733
276,-65.57091549700772,-117.86912620366715
277,-200.84695305003763,-119.22032754771134
278,-114.22503961647473,-118.75559702793471
279,-98.72106094884406,-118.54055769350634
280,-42.57908378039198,-117.75828826009652
281,-12.794717050007463,-116.99913867199736
282,-136.4495653026217,-117.92864948190697
283,-70.21299138331113,-117.89739799823852
284,-60.894163750142866,-117.59569673792728
285,-66.67004701215156,-117.73655427215232
286,-16.34969060054115,-117.15736014030682
287,-46.81832058583762,-116.52874550108723
288,-106.39722064334872,-116.8834886871399
289,-103.18754324094466,-116.79795748536725
290,-83.84671180428413,-116.25143554355932
291,-79.23065330531054,-115.87100103693781
292,-150.03882854004218,-115.85799462037453
293,-118.0941879567253,-116.26495453512904
294,-34.22592873958514,-116.1247838673096
295,-95.54383208761091,-116.45549394560103
296,-59.346471543692445,-116.30077287675998
297,-87.98192205884027,-115.12382566396018
298,-69.00242122946662,-115.11087132579816
299,-171.57254803215034,-114.74434530489978
300,-56.37508470911891,-113.72253111165078
301,-168.78935330677814,-114.48048789375343
302,-78.31341491167888,-114.05556652580316
303,-80.99240242361792,-113.32383703577916
304,-73.58474201130417,-113.18532376122863
305,-73.3507583264689,-112.64251354740617
306,-43.784834723859845,-111.8916946569888
307,-82.53875025357748,-111.09000110376012
308,-54.55117746700015,-109.92686641427534
309,-34.51617731460557,-109.27684386179797
310,-109.28185179315417,-109.47029822725919
311,-41.189501878144156,-108.77333679420649
312,-103.47104278435961,-108.23563681632723
313,-98.80226300736368,-108.58021448212527
314,-104.51258288319636,-108.84616421176852
315,-121.21941643815155,-108.49758062610032
316,-71.80048560167918,-108.63424878652626
317,-124.65431702134269,-109.11585967911489
318,-195.24846533789284,-108.71349900352118
319,-48.04584901101971,-108.3573462962208
320,-153.0656776416847,-106.97953434440805
321,-74.4444789756705,-105.50096350696586
322,19.22409928780378,-104.08250611675432
323,-11.611727765176369,-103.6392856297939
324,-180.06314095019138,-102.93005047239261
325,-224.9196530971596,-104.52218818421157
326,-72.32683790012513,-104.83660208824953
327,-104.67299217041537,-105.11475761076028
328,-102.90626372227975,-104.35869257449147
329,-22.56838182335153,-100.93700714184232
330,-228.05859518066694,-101.8438513258286
331,-16.534227893410232,-100.25824983397459
332,-35.05048441133495,-99.94448650428225
333,-90.5285044511723,-98.37776325631847
334,-3.943162794330533,-96.19599426969071
335,-77.64606998300746,-95.7370979477972
336,-65.75473357868887,-95.8664086504291
337,-227.1723979279405,-96.9116161127185
338,-176.89266569349883,-96.2030350403064
339,-144.0266168385222,-96.69523100971392
340,-149.84995548802942,-97.4598027560542
341,-220.58214739982913,-98.52112667191774
342,-64.31854638064263,-97.56023176598035
343,-134.04586877908855,-98.05521685863413
344,-48.07862903506616,-98.05959897737738
345,-358.76266115789474,-100.76234175775764
346,-49.544094877597516,-100.5655646744845
347,-30.174419750720034,-100.12897746153041
348,-54.98303381753456,-99.71205848291447
349,-108.04052085059946,-99.75372142922907
350,-43.08839851162928,-98.23320978351157
351,-75.00614467878358,-97.63278691208448
352,-56.673016832567974,-97.3825621344899
353,-59.824804097467364,-97.71514687096061
354,-84.27771947827273,-96.87935077862126
355,-57.75635644456328,-95.94741037587295
356,-80.42882065457806,-95.29444726914453
357,-87.57325584495531,-96.0453839354949
358,-57.380813255379806,-94.73708328817254
359,-209.6297897935998,-96.32200582952288
360,-252.25213395431376,-97.51051672117761
361,-136.21242272640208,-98.46658204780603
362,-307.1374999778391,-99.69766377332299
363,-280.76446307332435,-101.19040347864036
364,-84.59420024069435,-100.03741151125301
365,-28.66622963074417,-99.1710154096712
366,-52.45373831121967,-99.22778775608315
367,-95.56685591902283,-98.86831867305969
368,-40.80879709873483,-98.26151733533236
369,-223.26610114134886,-98.61457144280303
370,-164.60239257899755,-99.47020453794967
371,-78.46276944534554,-99.79596404026955
372,-369.0622551353033,-102.21395544188012
373,-148.9826796448475,-103.1670066180019
374,-56.336986246743784,-102.89970801061229
375,-52.12982104276695,-102.49904145770955
376,-64.97376535834164,-102.49306995632291
377,-60.900407851166136,-101.09360450433418
378,-54.67727314953888,-100.49812683966482
379,-63.82722055794247,-100.14918843575582
380,-46.24822444920169,-100.18587984244392
381,-181.0563528334029,-101.86849620027787
382,-73.71666228294978,-101.24116717008116
383,-196.10764869640678,-102.5001137432121
384,-20.021441016370176,-102.09138651587436
385,4.153546244163475,-101.38315058331122
386,-51.51544181347356,-101.73480809544053
387,-61.49336288178232,-101.88155851839998
388,-121.55410917142511,-102.03312740368075
389,-63.010529981366666,-101.63135727108497
390,-20.518655164887562,-100.99807670469102
391,-44.490432148551136,-100.65067449312345
392,-103.20194302855475,-100.18230563800854
393,-57.185885593218025,-99.57322261437348
394,-2.1988141792217704,-99.25295146876987
395,-56.95407705204818,-98.86705391841424
396,-110.16722337997446,-99.37526143677705
397,-53.87462211177922,-99.03418843730645
398,-17.593804495289348,-98.52010226996467
399,-13.868681340952222,-96.94306360305269
400,-15.513237841878109,-96.53444513438028
401,-5.762816890514614,-94.90417977021764
402,-55.054751103784454,-94.67159313213868
403,16.374950337508054,-93.69791960452743
404,-200.9851268527953,-94.97192345294232
405,-174.4008027923268,-95.98242389760091
406,-20.37288934180836,-95.74830444378038
407,-32.70212742396417,-95.24993821548428
408,-21.202454040137496,-94.91645098121563
409,4.964868434205272,-94.52164052372757
410,-72.13369758099026,-94.15015898160591
411,-58.120221740275085,-94.31946618022721
412,-61.803019543012795,-93.90278594781374
413,-63.92291759195954,-93.55399249365968
414,-46.22042563536556,-92.97107092118138
415,18.2450405701873,-91.57642635109798
416,-46.408770855143835,-91.32250920363263
417,-53.49298908897709,-90.61089592430898
418,-6.628243771214088,-88.7246937086422
419,-34.51822045904028,-88.58941742312241
420,-19.172246066580556,-87.25048310737138
421,-31.65316374438966,-86.82256995505855
422,-45.189361030976706,-87.46670455824636
423,-101.6933350613666,-88.36752063120827
424,-8.16500255515416,-86.64853924725789
425,-31.573224597808505,-84.71507496226437
426,-73.09492853780347,-84.72275586864116
427,-128.58206105414598,-84.96184655747845
428,-31.986383136905005,-84.25264775162474
429,-52.59476045147839,-84.552911537906
430,-27.383018763753284,-82.54615577373687
431,-55.057603946376084,-82.93138953426651
432,-125.18804118816854,-83.83276510203484
433,-42.61670210873639,-83.35364707861048
434,20.755144378886612,-83.1066640068783
435,-41.68374069105192,-82.74704071395875
436,-59.72359479695346,-82.68672932614142
437,-14.285889418607525,-80.55786424104807
438,-50.12715724628599,-79.29020915657594
439,-42.94590149263977,-78.27940200311711
440,-210.27513369545125,-78.88365378519134
441,-19.115599388967652,-76.86898830508272
442,-52.561581550572,-76.75141865678202
443,-29.558894158910732,-75.70654891058024
444,-120.53939229196263,-76.43115654314921
445,-229.02497138054994,-75.13377964537574
446,14.922120386779923,-74.48911749273198
447,-108.22220317671649,-75.26959532699195
448,-31.86231873150747,-75.03838817613169
449,-70.82169033782904,-74.66619987100397
450,-28.679980991838804,-74.52211569580608
451,-50.836436064596015,-74.2804186096642
452,-19.582611268553748,-73.90951455402404
453,-50.926331328599176,-73.82052982633537
454,-59.347798226712584,-73.57123061381976
455,-6.124834806646973,-73.0549153974406
456,-148.01001608041395,-73.73072735169897
457,-3.385675078835888,-72.88885154403778
458,-123.63839307852425,-73.55142734226922
459,-11.246026579092202,-71.56758971012414
460,-109.59318709670696,-70.14100024154806
461,-54.56379926863342,-69.32451400697039
462,-224.44564201241917,-68.49759542731618
463,-73.26546490317159,-66.42260544561465
464,-28.98455771879047,-65.86650902039561
465,-113.20992927700391,-66.7119460168582
466,-21.227501102443057,-66.39968364477045
467,-61.224004072692466,-66.05625512630714
468,-45.53523962697149,-66.10351955158951
469,7.51166498390873,-63.79574189033694
470,-75.69520750915346,-62.9066700396385
471,43.826846517451145,-61.68377388001052
472,-67.11661438752846,-58.66431747253277
473,-54.75584646691338,-57.72204914075343
474,-29.436877073154378,-57.453048049017546
475,-62.70932973773908,-57.558843135967265
476,-23.544241694578602,-57.14454789932963
477,8.198659123923576,-56.453557229578735
478,-27.5130529844876,-56.18191502792822
479,-123.61263982354203,-56.779769220584214
480,2.0761336964646233,-56.29652563912755
481,-168.4077719466581,-56.1700398302601
482,-176.29026474168717,-57.19577585484747
483,10.23688828101082,-55.13233048507331
484,13.825311870439943,-54.793862956205196
485,-53.759488793984644,-55.372993306586686
486,-23.672772582288985,-55.094566614274854
487,-9.552704814005779,-54.575160033597086
488,-101.14677489257795,-54.3710866908086
489,-39.12494643414586,-54.1322308553364
490,-101.66070119334728,-54.94365131562099
491,-90.10713572082327,-55.39981835134371
492,-79.71111290610978,-55.16491005011926
493,23.519018273334595,-54.35786101145372
494,-164.35683850400392,-55.97944125470154
495,-6.546532683122308,-55.475365811012296
496,-14.650294378790377,-54.52019652100045
497,-57.76174976564191,-54.55906779753909
498,-9.215926296072006,-54.47528901554692
499,-38.68500469830148,-54.72345224912041
500,26.560016610376806,-54.302719704597855
501,-227.93553114898464,-56.52444684718255
502,-37.55319522643986,-56.349431288409114
503,63.867113645085176,-55.87450965533334
504,-40.84440337798806,-54.27310242058527
505,-62.79569476472123,-53.15705134030921
506,16.98878234420117,-52.78343462344911
507,-0.4106058359350584,-52.46051940756881
508,40.416111141268715,-51.844333755754754
509,-55.99115364554261,-52.45389397655224
510,-24.421731301840254,-51.97677431376074
511,-15.263531072116791,-51.548207407079154
512,-139.6746059121526,-52.32692327077055
513,2.905391339112427,-51.65864018145982
514,5.959667281351628,-51.13683925229267
515,-28.13276128166603,-51.60061727081119
516,68.30815701927975,-50.453447992066955
517,-21.773022094610525,-50.13624832212329
518,-180.4264227549358,-51.87423011196051
519,-260.3206404566918,-54.132254311937025
520,-4.842720283889511,-53.98895905411012
521,28.04043984992302,-53.392023018166995
522,-55.25925007453195,-53.49272190860254
523,-97.28826343771003,-53.448671192365985
524,-43.44585536102129,-53.80147972042465
525,16.817241317199063,-53.31757506127458
526,-47.383289354628026,-53.06045866944282
527,-176.22826332934406,-53.536920692194805
528,-16.81225653446262,-53.38517942617038
529,-19.373458372569516,-53.052966405381284
530,25.84878965288754,-52.520648321214885
531,-15.695085347494137,-52.12702313522606
532,9.372185732745535,-50.781420866016916
533,49.86104117076438,-49.856643433221926
534,-62.490495003817074,-50.689099827048956
535,-118.89947610618613,-51.461257181200295
536,37.48251392723736,-50.48919609395839
537,-59.02696770388422,-50.936606876811155
538,-96.28490720658567,-51.39818437641415
539,-165.6874358444909,-52.62559971993266
540,-221.61976405680318,-52.73904602354618
541,-281.45225721001714,-55.36241260175667
542,-121.67535021511564,-56.05355028840212
543,-71.58953608897207,-56.473856707702716
544,-30.215817535861916,-55.57062096014172
545,-172.64720061283361,-55.00684325246454
546,-121.5791197059589,-56.37185565339193
547,-187.59227330827025,-57.165556354707476
548,-11.7743452065897,-56.964676619458295
549,-68.82940064486581,-56.94475372252867
550,-179.20623316544675,-58.450016244264745
551,3.0705917090965835,-57.91094596652783
552,-11.492284528908442,-57.830042699131376
553,-176.3640582145748,-59.08441996799112
554,-148.82450342925551,-59.97918702001655
555,-43.228248306229176,-60.35022115501237
556,-23.831676182709828,-59.10843775603533
557,-28.698095207169587,-59.36156195731867
558,-18.85241954515902,-58.31370222198501
559,-94.04368484230322,-59.14167880461713
560,-67.07920189983224,-58.71653895264839
561,-73.43231941302805,-58.90522415409234
562,-60.041429509137195,-57.2611820290595
563,-113.30002635812096,-57.661527643609006
564,-5.033606361541146,-57.422018130036506
565,-172.8199371305222,-58.018118208571686
566,26.712527104263756,-57.5387179265046
567,-89.15166127809964,-57.81799449855869
568,-64.21991414603349,-58.0048412437493
569,-52.132758716227045,-58.60128548075067
570,-10.381866454332826,-57.94815207020246
571,-67.58897813795528,-59.06231031675653
572,-77.36853022726207,-59.16482947515387
573,-138.60127689936408,-60.00328377947838
574,-84.91945929017902,-60.55810960164861
575,-83.19205394754063,-60.76293684374664
576,-70.76420575053949,-61.23513648430624
577,-77.62784830376114,-62.09340155858309
578,-99.69168454088503,-62.81518787414706
579,-48.41087077626409,-62.06317018367428
580,10.57828711653633,-61.97814864947357
581,-17.637120726346225,-60.47044213727045
582,-1.470434340832682,-58.7222438332619
583,-182.83313743606647,-60.65294409043268
584,-108.62889780964854,-61.87748618723357
585,-199.64152260184505,-63.33630652531217
586,-71.26834192070748,-63.812262218696354
587,-55.94357325387905,-64.27617090309508
588,61.19019943268157,-62.65280115984249
589,-44.35100471271444,-62.70506174262817
590,-73.97256733431163,-62.42818040403782
591,26.073581589998454,-61.266373230929595
592,26.562181604577436,-60.20364028582273
593,-63.205508501502464,-61.07088555357109
594,8.596500850557078,-59.34135216002549
595,-116.21391338994707,-60.438025967093736
596,-3.717627234379634,-60.32869929564963
597,-177.27893409336752,-61.52387113892688
598,-79.65466852404492,-62.228258561206616
599,16.365392321775005,-61.67775459100585
600,-275.1762325784908,-64.69511708289453
601,-89.59588081664677,-63.311720579571144
602,-67.83328953211556,-63.6145215226279
603,-3.306881263519397,-64.28626147171396
604,9.330854068819392,-63.78450889724588
605,10.48642187349121,-63.05168773086375
606,37.42100027255262,-62.84736555158024
607,-323.73160781153865,-66.08057557133627
608,-47.45668639614209,-66.95930354671039
609,-9.64343365282396,-66.49582634678319
610,-60.951470927495095,-66.86112374303974
611,-51.90686688913328,-67.22755710120991
612,-26.90854533606054,-66.09989649544899
613,-55.238240485466946,-66.68133281369478
614,-164.78738035676867,-68.38880329007598
615,-35.663199253959064,-68.4641076697989
616,-77.43123609839334,-69.92150160097565
617,-7.137074604813234,-69.77514212607767
618,-194.44979712338528,-69.91537586976216
619,-112.27043691943608,-68.4348738343896
620,-97.52075881431739,-69.36165421969389
621,-30.368619124740867,-69.94574480944053
622,16.04337844673909,-69.23271852422782
623,3.7713367744934336,-68.22212252210578
624,-78.5841248683239,-68.5735052171788
625,-204.1053263457625,-70.78273089380842
626,-209.14963512406783,-72.40039435150281
627,-33.688211722699805,-70.97499383543636
628,6.213561430642514,-70.74473565578532
629,14.338258045894676,-70.40761849160067
630,-3.9641806137923545,-70.70574819426749
631,-239.03146491389882,-72.93911198993153
632,-164.786463615765,-74.68069848341663
633,-192.72314220785412,-77.10654031720283
634,-130.5710754615493,-77.78734612178013
635,-117.73195220594731,-77.77567088277775
636,-37.31557895488699,-78.523651811599
637,-19.09952325437885,-78.12437736710395
638,-15.719373254303978,-77.31872202758113
639,-147.63080952611782,-77.1381557643974
640,58.911977915970795,-74.33283834466965
641,48.53219607691891,-71.03299381180028
642,21.127486046752775,-69.6049654491816
643,-132.73822085088966,-70.21645229680078
644,-6.824872736153537,-69.9825428488037
645,-71.90028428751351,-68.9750736855505
646,1.6745984676484986,-67.74253650381443
647,-21.303900286447075,-66.0796527735962
648,-44.96770407820725,-66.41158636231238
649,-21.338235430315834,-65.93667471016687
650,5.679285510074891,-64.08781952341167
651,15.977808481741818,-63.9587473556852
652,32.439983003012976,-63.519424680365994
653,16.92412229149548,-61.586542875305284
654,-20.067594236580888,-60.29897378337854
655,47.184807914390326,-59.39484322117235
656,6.71791922161502,-59.08934726712911
657,3.0389396156023025,-58.77197691890138
658,-53.060734831853466,-59.11406007176833
659,38.22142315249281,-57.79140899182036
660,-19.786667834452285,-57.31848365116656
661,-9.123813867368767,-56.67539859570998
662,16.78373801917597,-55.90714692042684
663,47.13103758400598,-54.30283628100558
664,30.477410658250555,-53.94772611080765
665,20.3674357156586,-52.01585238234585
666,37.921978665543946,-51.90375786673304
667,-215.0102823524386,-53.162344077476426
668,3.2104290246605984,-52.48804064576949
669,-47.444396630825395,-52.441157024915476
670,-30.91500479050965,-52.646488408277236
671,-11.468727082828892,-52.08528589772598
672,-221.545591060523,-53.5270565060586
673,-72.16695463930608,-52.862713283458014
674,-17.599416927771458,-52.18951285983393
675,13.242566736295345,-51.225166652995576
676,-105.81857538067388,-51.57571034929691
677,-189.7325918316563,-52.69675778457587
678,-130.98155505212924,-53.00965648968831
679,-188.36546280244715,-54.40920240995014
680,24.06344935078141,-54.27435078760768
681,-119.08469743628294,-55.28882655470706
682,38.77973683219583,-54.88632484297676
683,-17.986469990955747,-53.23785816852566
684,-127.05606470374678,-53.422129837466635
685,-60.16472627382655,-52.02736187418646
686,33.56449016080822,-50.9790335533713
687,-11.977182309266567,-50.539369643925184
688,-31.885293156400678,-51.47012456981601
689,-68.42423350731303,-51.71085685776199
690,-7.57615001235034,-51.04689268454237
691,-39.880944723355725,-51.706437947675916
692,-2.5322283075232974,-51.99738204679692
693,-21.859287591205415,-51.58391983769395
694,-95.53400154145321,-52.62522486161405
695,29.467643335431237,-51.16840929436026
696,-58.40582148368479,-51.71529123685332
697,15.04692217110955,-49.792032674208556
698,-119.05872202742935,-50.1860732092424
699,-45.54645928525858,-50.80519172531273
700,-307.452053446758,-51.12794993399542
701,69.87361534678489,-49.533254972361085
