episode, episode_reward, mean_reward
126,-188.39063368375733,-158.8131416952428
127,-193.89909353873986,-159.4943461849048
128,-118.19361714586613,-156.29263546232855
129,-401.39408890751196,-159.59178577313753
130,-82.80781780580529,-159.21721168723036
131,-260.3536719844435,-160.40689840465157
132,-26.217088497957576,-159.67762978811007
133,-93.00689302334048,-159.88869087303036
134,-124.74125901739097,-160.24796493246703
135,-138.55382633506224,-158.36591402763653
136,-101.52902390256342,-158.2586114365247
137,-111.40977057208435,-157.4538783414457
138,-129.02158883098787,-157.74836606256952
139,-20.948285396276333,-152.0717139835981
140,-67.01947798257113,-151.85121475354714
141,-138.0760550556523,-151.36525539654954
142,-236.7128878819829,-151.8036221246937
143,-67.25566192706412,-152.589179328102
144,-331.0128561289631,-155.15294559309447
145,-203.562368183819,-155.578657234877
146,-48.379099669853765,-154.66144206385812
147,-300.454722402721,-156.30052719386
148,-142.24449190061193,-157.09649786543895
149,-123.85121640833273,-157.5747944966922
150,-208.4288099969238,-157.5519799256429
151,-304.2673800248142,-158.24454957753534
152,-408.47364721410514,-158.5191658127705
153,-485.4344365780684,-162.7470298325725
154,-155.8697591422747,-163.51511139947098
155,-362.4180928591952,-164.8612230518463
156,-291.0136788775423,-166.79293098591694
157,-109.86841244713924,-166.99173569729476
158,-34.15050538202672,-165.94147566918656
159,-229.29212963409125,-167.86445118428884
160,-254.97947045713582,-169.44196671462925
161,-82.00864326548783,-166.59847848171938
162,-65.91685964726165,-166.52797169267706
163,-291.2064856751663,-164.44125130460463
164,-68.92310301270872,-164.35249056676895
165,-354.0932050539579,-164.78180862144978
166,-74.60995505996934,-161.4143740420726
167,-60.63223957456451,-159.4729597910886
168,35.557481413560794,-156.809565323361
169,-111.09773676682298,-156.15221837618182
170,-370.114198816143,-159.04930294055467
171,-351.1788106608012,-160.895303302209
172,-16.186370548484916,-159.7004783727325
173,-309.53019413455695,-160.757903031581
174,-48.24488715272476,-159.63961481861318
175,-54.28166170016097,-158.53155412307578
176,-44.25611957823002,-158.92893144665305
177,-90.68510571250437,-158.90395669478164
178,-260.85093905473207,-160.6024869635407
179,-300.5388453601625,-161.01134139677194
180,-291.6767125563333,-163.12103816576257
181,-545.264408289681,-166.92941758861457
182,-190.00156714275423,-168.2309802765838
183,-88.64345283201922,-168.048952597664
184,-265.4105242624344,-169.5753975979807
185,-42.509700134037956,-167.90430090518748
186,-180.62356413910896,-166.4953773604644
187,-126.67488172088832,-164.08813469539095
188,-74.14652880295736,-163.59596626752125
189,-113.81101395340008,-162.02085553909387
190,-110.79870633308688,-161.86213429692992
191,-105.35014738403243,-161.87849756467236
192,-100.67698585592584,-162.24333735863206
193,-161.6494010787079,-162.7046904623241
194,-100.26716692372023,-162.6628877106672
195,-124.80875283912204,-161.58037550859936
196,-339.1615842767247,-163.90317503517247
197,-70.04211710424852,-163.54995174868154
198,-271.77977686745226,-164.1144053858242
199,-435.9773257529118,-166.55514137460042
200,-191.93174780158648,-168.57624439743762
201,-74.6489925417007,-166.38414108771443
202,-143.7035085093396,-166.87681845318454
203,-73.82863776867451,-166.7712050056251
204,-229.21717842372846,-167.11274253057695
205,-74.37536660433945,-166.4258427298482
206,-54.41349407237256,-165.97023942276223
207,-116.38520784982288,-165.56123654213712
208,-86.58088481486872,-165.62791982345286
209,-135.72046160367802,-165.4813861103164
210,-86.49904052257546,-163.94579738964862
211,-116.31586323192539,-163.51102855014383
212,-81.97268425053298,-163.37443322060255
213,-70.01951178681173,-163.6451180499156
214,-110.26725947029736,-164.19250533243746
215,-124.76934298712976,-163.65927500352683
216,-52.938209395118136,-161.57558475607834
217,-132.46953849801477,-161.83982307887322
218,-132.2828030338039,-161.94234671462186
219,-230.74583382141086,-162.91284388760124
220,-126.30055570214704,-163.09822736795783
221,-97.96612648059372,-162.12086211279802
222,-35.06259273831533,-160.54521493670435
223,-210.7460161223318,-161.81472958451974
224,-96.15880121202031,-162.09093352925095
225,-25.480418775779412,-160.62104094426024
226,-162.64017714176418,-160.3635363788403
227,-58.48119434318519,-159.00935738688477
228,-117.67368142929553,-159.00415802971906
229,-273.73336032855036,-157.7275507439294
230,-84.74755352266405,-157.746948101098
231,-46.90161995809662,-155.61242758083455
232,-67.18760846798747,-156.02213278053486
233,-64.44208777582062,-155.73648472805965
234,-81.53686706338284,-155.3044408085196
235,-86.03101757320725,-154.779212720901
236,-98.61259041057232,-154.75004838598107
237,-109.65886679136366,-154.73253934817387
238,-35.76104079361751,-153.79993386780018
239,-138.60617213017954,-154.9765127351392
240,-71.46344829295532,-155.02095243824309
241,-87.46403039388889,-154.51483219162543
242,-216.91732066836414,-154.31687651948926
243,-32.41153662205481,-153.96843526643914
244,-29.894329126085367,-150.95724999641038
245,-51.32692444394291,-149.4348955590116
246,-62.83323426843815,-149.57943690499746
247,-39.939796320769936,-146.97428764417796
248,-38.97148125328389,-145.94155753770465
249,-24.547356141668743,-144.94851893503804
250,-75.26756861915854,-143.61690652126038
251,-38.98580063215846,-140.96409072733383
252,-39.95115825247946,-137.27886583771758
253,-13.053448378982708,-132.55505595572671
254,-53.9259040024117,-131.5356174043281
255,-114.12086618138008,-129.05264513754994
256,-112.1785802475053,-127.26429415124957
257,20.75899530025879,-125.95802007377557
258,-189.32337950827224,-127.50974881503804
259,-52.44859568328814,-125.74131347553002
260,-82.99695994261332,-124.02148837038477
261,-57.562808935996024,-123.77703002708984
262,-279.65664236595467,-125.91442785427678
263,25.61392242975552,-122.74622377322757
264,0.3334169846616959,-122.05365857325387
265,-237.72147948229886,-120.88994131753729
266,-9.176469615304967,-120.23560646309062
267,-242.52235103231942,-122.05450757766816
268,-36.329146365283364,-122.77337385545663
269,-108.2240408008663,-122.74463689579703
270,-62.92507212344897,-119.67274562887013
271,-74.71728277436229,-116.9081303500057
272,-9.817266787682755,-116.84443931239768
273,-1.2179032658809916,-113.76131640371092
274,-22.400512935272047,-113.5028726615364
275,-35.117969862763246,-113.31123574316243
276,-38.70674302236924,-113.25574197760383
277,-84.09945745165219,-113.18988549499528
278,-44.30333909067359,-111.0244094953547
279,-61.03527463951667,-108.62937378814823
280,-57.358856378609545,-106.286195226371
281,42.70112575645561,-100.40653988590962
282,-199.3377455300377,-100.49990166978246
283,-253.90611291848114,-102.1525282706471
284,-227.47699324585426,-101.7731929604813
285,-62.58017628085304,-101.97389772194946
286,-22.000281537519555,-100.38766489593355
287,-107.86000975098639,-100.19951617623454
288,-45.04485337664803,-99.90849942197144
289,-69.933804559325,-99.46972732803067
290,-29.050548112943034,-98.65224574582928
291,-53.88209387684645,-98.1375652107574
292,-170.15167721788396,-98.83231212437697
293,-153.1159373755691,-98.74697748734559
294,-258.3349192606072,-100.32765501071447
295,-47.98766170529457,-99.55944409937618
296,-94.54571308031448,-97.11328538741209
297,-16.821605979901406,-96.58108027616862
298,-50.862987538484845,-94.37191238287895
299,-180.7741072460376,-91.81988019781019
300,-58.073956994904066,-90.48130228974337
301,31.853474310469636,-89.41627762122165
302,-376.447423589032,-91.74371677201857
303,-366.33045991264925,-94.66873499345833
304,-126.53428138022986,-93.64190602302335
305,-185.70398957269097,-94.75519225270686
306,-145.68910487105447,-95.66794836069369
307,-58.53001148985595,-95.089396397094
308,-58.983735257256285,-94.81342490151788
309,-34.441624360304246,-93.80063652908417
310,-46.725877942052676,-93.40290490327894
311,-19.65340704568439,-92.43628034141653
312,-124.54353603218264,-92.86198885923302
313,-49.32432421137901,-92.6550369834787
314,8.974337986302928,-91.46262100891268
315,-313.39695458297007,-93.34889712487107
316,-109.15646819379897,-93.9110797128579
317,-36.39786154997175,-92.95036294337747
318,-80.90234406182361,-92.43655835365766
319,-89.537185013217,-91.02447186557572
320,-167.85672174874747,-91.44003352604172
321,-86.57264257822067,-91.32609868701802
322,-118.37319156121251,-92.15920467524698
323,-381.0096039733748,-93.86184055375742
324,-77.30404733915331,-93.67329301502873
325,-286.7005095822668,-96.2854939230936
326,-49.560547482477574,-95.15469762650073
327,-119.98606306065706,-95.76974631367544
328,-121.08378832642232,-95.80384738264671
329,-344.191776126606,-96.50843154062729
330,-72.78801934622162,-96.38883619886288
331,-149.36901702984295,-97.41351016958033
332,-148.30365737553794,-98.22467065865584
333,-65.90225371816904,-98.23927231807932
334,-277.61566041799233,-100.2000602516254
335,-139.88668973006924,-100.738616973194
336,-24.641240300072624,-99.99890347208903
337,-97.49654365304819,-99.87728024070584
338,-210.38962816043372,-101.62356611437403
339,-42.58338686140751,-100.6633382616863
340,-3.1834957847768237,-99.98053873660454
341,-454.00935249085865,-103.64599195757424
342,-70.07555714641947,-102.1775743223548
343,-27.299999900866794,-102.1264589551429
344,-222.42364765545517,-104.05175214043658
345,-42.17238564454999,-103.96020675244264
346,24.21665091730425,-103.08970790058524
347,21.065794432329326,-102.47965199305423
348,-66.53798746548853,-102.75531705517629
349,-63.95772483274141,-103.14942074208702
350,-357.89547585814773,-105.9756998144769
351,-54.51119736743442,-106.13095378182966
352,10.0416372341917,-105.63102582696298
353,-32.085569441941146,-105.82134703759255
354,-34.46187169493308,-105.62670671451775
355,-21.38615009967387,-104.6993595537007
356,-6.956486402403627,-103.64713861524967
357,-50.13237473247348,-104.356052315577
358,-73.47677121309232,-103.1975862326252
359,18.972425985765227,-102.48337601593467
360,-67.82364028049525,-102.33164281931352
361,-12.379419729000603,-101.87980892724356
362,-293.42585807905266,-102.0175010843745
363,-130.4073661826046,-103.57771397049811
364,-150.90247116175624,-105.09007285196229
365,46.321913432425674,-102.24963892281505
366,-36.87731401724092,-102.52664736683441
367,41.53599664608225,-99.6860638900504
368,-1.409929576734399,-99.33687172216489
369,12.692013601818175,-98.12771117813807
370,-79.93834012075905,-98.29784385811118
371,27.993481391069096,-97.27073621645684
372,-18.447959137032583,-97.35704313995035
373,-44.83496909916842,-97.79321379828323
374,56.10490721140014,-97.0081595968165
375,-131.03656406706347,-97.96734553885952
376,-8.36218145469654,-97.66389992318278
377,-147.55202587109142,-98.29842560737717
378,-40.80495406067544,-98.2634417570772
379,36.51078228102736,-97.28798118787174
380,-15.876690521278931,-96.87315952929843
381,7.009037247705876,-97.23008041438594
382,-61.00207130478911,-95.84672367213345
383,-36.76921076680752,-93.67535465061673
384,-61.97202269376641,-92.02030494509583
385,-28.965131599003072,-91.68415449827735
386,-232.76559432817754,-93.79180762618392
387,-42.51664293669313,-93.13837395804097
388,-8.564246447252955,-92.77356788874704
389,-300.6472460075173,-95.08070230322896
390,-28.903804685388465,-95.07923486895342
391,22.27350333863164,-94.31767889679863
392,-42.05040923912557,-93.03666621701105
393,-17.322411537165863,-91.67873095862701
394,-481.31886362340896,-93.90857040225502
395,-173.16082230816932,-95.16030200828378
396,-315.00444435113,-97.36488932099194
397,26.771699984778735,-96.92895626134514
398,16.153577489381572,-96.25879061106649
399,-391.4923938253244,-98.36597347685934
400,-39.53069785849192,-98.18054088549523
401,-355.11344043773016,-102.0502100329772
402,-69.74644883001983,-98.9832002853871
403,-306.2760140801908,-98.3826558270625
404,-236.79460624060383,-99.48525907566624
405,47.506919638024726,-97.1531499835591
406,-44.895196329673354,-96.1452108981453
407,-21.04086813702955,-95.77031946461702
408,-41.11808845108084,-95.59166299655526
409,-137.26680914659363,-96.61991484441815
410,-135.186831255046,-97.5045243775481
411,64.36568710752371,-96.66433343601601
412,-3.808285844893695,-95.45698093414312
413,-66.21584804363842,-95.62589617246573
414,-269.43641394797805,-98.41000369180854
415,-333.0016683041529,-98.60605082902038
416,-295.229153088958,-100.46677767797195
417,-51.249877396586555,-100.61529783643809
418,5.321329380106873,-99.75306110201878
419,-101.09363683781967,-99.86862562026481
420,-324.37679030954905,-101.43382630587283
421,7.213675274503572,-100.49596312734559
422,-394.69397013283213,-103.25917091306177
423,-95.50427078640939,-100.40411758119211
424,-224.70119354594505,-101.87808904326005
425,-69.61044408871992,-99.70718838832455
426,-11.251547469166567,-99.32409838819144
427,10.359946314439693,-98.02063829444049
428,32.68902172567336,-96.48291019391952
429,-11.052414093863291,-93.1515165735921
430,-286.04100777819235,-95.28404645791183
431,-192.95715480058544,-95.71992783561926
432,20.849987774474485,-94.02839138411912
433,-9.593642574003704,-93.46530527267747
434,17.528371497695037,-90.51386495352058
435,32.16423572554272,-88.79335569896446
436,-27.226466982184306,-88.8192079657856
437,-4.5515258170820685,-87.88975778742589
438,-17.847245799721065,-85.9643339638188
439,11.241499558687153,-85.42608509961785
440,-61.90657876586326,-86.01331592942871
441,-232.85641183098332,-83.80178652282997
442,-227.67068212735006,-85.37773777263926
443,-204.61807993143162,-87.1509185729449
444,27.26257173498891,-84.65405637904048
445,-11.423298493533721,-84.3465655075303
446,-63.55234822352923,-85.22425549893866
447,-208.89153026075164,-87.52382874586945
448,14.454750100730777,-86.71390137020725
449,-63.32155603173298,-86.70753968219718
450,-85.36687624752183,-83.98225368609093
451,-179.83568807294552,-85.23549859314606
452,-127.22473640916299,-86.60816232957961
453,13.92906480648714,-86.14801598709533
454,25.70079831519935,-85.54638928699399
455,-118.62796017434279,-86.51880738774067
456,-80.72996011152351,-87.25654212483187
457,38.23286817736784,-86.37288969573345
458,-202.63712691438758,-87.6644932527464
459,62.91524065203053,-87.22506510608375
460,-212.50566402845504,-88.67188534356336
461,-289.45216738832016,-91.44261282015657
462,-20.06532723820527,-88.7090075117481
463,-37.37267532142289,-87.77866060313629
464,14.301782127503024,-86.1266180702437
465,21.24534379941425,-86.37738376657381
466,16.70949198792988,-85.8415157065221
467,33.933028054109656,-85.91754539244184
468,56.79137739387281,-85.33553232273576
469,-217.05679685912256,-87.63302042734514
470,29.96187315156722,-86.53401829462187
471,-7.926033910136368,-86.89321344763394
472,-217.06399501480317,-88.87937380641162
473,59.00983533651445,-87.84092576205481
474,-39.081876011159366,-88.79279359428041
475,-19.329014106896054,-87.67571809467873
476,-2.676832969406135,-87.61886460982583
477,59.39416559114278,-85.54940269520348
478,9.631654752991054,-85.04503660706679
479,16.48813070794903,-85.24526312279758
480,22.82736527054503,-84.85822256487938
481,-47.28482347959688,-85.40116117215238
482,83.11109245700328,-83.96002953453444
483,-3.6822636243019784,-83.62916006310938
484,97.35809715238074,-82.03585886464792
485,-27.079188108510962,-82.01699942974301
486,-9.20890123642775,-79.78143249882551
487,-237.39573122230874,-81.73022338168167
488,-38.619783235103625,-82.03077874956017
489,78.86972769943068,-78.2356090124907
490,-24.85360482357217,-78.19510701387253
491,22.35063079701598,-78.1943357392887
492,41.334758930829665,-77.36048405758915
493,-27.46567593682795,-77.46191670158576
494,27.61681636572557,-72.37255990169442
495,26.25981542998032,-70.37835352431293
496,48.0457475112384,-66.74785160568923
497,22.278607940609263,-66.79278252613092
498,-19.52958764317809,-67.14961417745653
499,-14.301293310201572,-63.3777031723053
500,-18.028281129301007,-63.16267900501339
501,14.379423123087577,-59.4677503694052
502,-30.811791246376586,-59.07840379356877
503,-34.69255743920924,-56.36256922715896
504,-91.77438202530547,-54.91236698500597
505,-94.8644053166093,-56.3360802345523
506,-22.939342873812052,-56.11652169999369
507,-18.02042163620787,-56.08631723498549
508,-16.986824740658022,-55.845004597881264
509,-10.324371109889896,-54.575580217514236
510,-39.47290488174957,-53.618440953781274
511,-14.40991947052693,-54.40619701956178
512,-70.13188337579541,-55.06943299487079
513,44.206862624637466,-53.96520588818803
514,-45.97557050413431,-51.73059745374959
515,-32.65410383776387,-48.727121809085695
516,59.58414938445974,-45.17898878435151
517,15.461500926155423,-44.511875001124096
518,-160.1469489197646,-46.16655778412281
519,-13.225455268312658,-45.28787596842774
520,-2.9055341334233447,-42.07316340666648
521,29.27896059025221,-41.85251055350899
522,39.49622830105081,-37.51060856917017
523,-16.207821773372004,-36.71764407903979
524,-64.66144903269475,-35.117246633907286
525,-29.997816177601138,-34.721120354796106
526,-4.397702824184989,-34.652581908346285
527,-6.630669542346425,-34.82248806691415
528,-33.14034505806073,-35.48078173475149
529,57.76248881420064,-34.79263270567085
530,24.752858359843074,-31.68469404429049
531,32.65153649163216,-29.428607131368317
532,27.42761250687761,-29.36283088404429
533,-38.07432702134595,-29.647637728517708
534,41.65506424092416,-29.40637080108542
535,36.447855067660264,-29.363534607664242
536,6.707938318282885,-29.024190554659572
537,24.70214257928501,-28.7316538706959
538,-42.57563629108573,-28.97893777560955
539,58.26656824739481,-28.50868708872247
540,-134.1538675256566,-29.231159976320406
541,-314.34586987473773,-30.046054556757944
542,-68.64336201220536,-28.4557813556065
543,-195.50140091650832,-28.364614565457263
544,-120.16710566813475,-29.838911339488504
545,27.211106647965927,-29.45256728807351
546,-155.27360962196389,-30.369779902057854
547,-121.56883530817441,-29.496552952532085
548,17.835180004426082,-29.462748653495133
549,-4.719044541427898,-28.87672353859208
550,-10.113646494215487,-28.12419124105902
551,-203.76674823000053,-28.363501842629567
552,-251.75221012191048,-29.608776579757045
553,30.52372744928286,-29.44282995332909
554,-12.171239048496513,-29.82155032696604
555,-53.228850975557336,-29.167559234978185
556,-62.92171339357138,-28.98947676779866
557,-17.794489085070236,-29.549750340423042
558,-257.5230371624531,-30.098609442903697
559,-1.2652413864732637,-30.74041426328874
560,46.410916374066474,-28.151248459263524
561,61.74961238670289,-24.639230661513302
562,-127.58689819717323,-25.71444637110298
563,-44.60512307206206,-25.786770848609372
564,-56.7778548186174,-26.49756721807057
565,-30.102031848358454,-27.0110409745483
566,15.730848681480435,-27.0208274076128
567,3.8820821461711432,-27.321336866692178
568,-164.83894122835648,-29.537640052914472
569,-340.16149357313736,-30.768687020054617
570,-49.17181052124387,-31.560023856782728
571,-136.3017529542655,-32.84378104722401
572,85.49347607474856,-29.818206336328497
573,-239.5416949711264,-32.80372163940491
574,-5.511052615066205,-32.468013405443976
575,-16.48497155153902,-32.43957297989041
576,-155.47818790501253,-33.96758652924646
577,-2.8308852660413777,-34.589837037818306
578,58.440857990141076,-34.10174500544681
579,-43.87038304488162,-34.70533014297512
580,-17.06905851702812,-35.10429438085085
581,-37.42195102402562,-35.00566565629514
582,-236.52673436420483,-38.20204392450722
583,-243.45193206220844,-40.599740608886286
584,41.456648440140036,-41.15875509600869
585,-100.49428871201482,-41.892906102043725
586,-94.72428764894129,-42.74805996616886
587,-302.6392791852852,-43.40049544579863
588,-113.83539416507068,-44.1526515550983
589,-25.404629038831334,-45.195395122480924
590,-25.968004639430884,-45.20653912063951
591,29.95142768098494,-45.130531151799815
592,-68.90864228838348,-46.232965163991956
593,-53.10886865302749,-46.48939709115394
594,-154.3354745883543,-48.308920000694755
595,-12.817113979912548,-48.69968929479368
596,39.43360614583537,-48.7858107084477
597,49.908547621027026,-48.50951131164353
598,-10.939245740559372,-48.42360789261735
599,59.20940229788722,-47.68850093653646
600,-201.81671934988196,-49.52638531874227
601,-273.35774806752283,-52.403757030648364
602,-81.03549291163603,-52.90599404730096
603,9.749107492720695,-52.46157739798166
604,77.62387920761965,-50.767594785652406
605,11.950514198010108,-49.69944559050621
606,-79.34375209331543,-50.263489682701255
607,-196.39024245933422,-52.04718789093253
608,54.41937645278491,-51.333125878998096
609,-146.683372924315,-52.69671589714234
610,-55.68933277361357,-52.858880176060985
611,-19.56431455461484,-52.91042412690186
612,60.440730865917274,-51.604697984484716
613,33.84372797486601,-51.70832933098243
614,-42.87377265957964,-51.67731135253689
615,46.93425304855299,-50.88142778367373
616,-38.2516204414658,-51.85978548193299
617,17.004213605640174,-51.84435835513814
618,-15.910010915809513,-50.40198897509859
619,20.259094900721323,-50.06714347340825
620,-12.033688821316899,-50.15842502028718
621,-0.12909560455796298,-50.45250558223527
622,-55.48519661452895,-51.40231983139107
623,-313.21679494873285,-54.372409563144686
624,-8.765352320822178,-53.81344859602596
625,-14.141606887446443,-53.654886503124416
626,-20.810427645845465,-53.81901375134102
627,-57.721555080492365,-54.32992260672248
628,-144.49190437329105,-55.443438199874784
629,-17.538620472605736,-56.196449292742834
630,-40.36498456913855,-56.847627722032655
631,67.30989329577916,-56.501044153991195
632,26.110874497806925,-56.514211534081895
633,102.03190531776227,-55.11314921069081
634,63.56198645073658,-54.89407998859269
635,-78.54850878206663,-56.04404362708997
636,31.010367783565535,-55.801019332437136
637,9.886930770677468,-55.94917145052322
638,-20.305071624768416,-55.72646580386003
639,17.249367099535775,-56.13663781533862
640,3.008751551373763,-54.765011624568324
641,-181.55316002895466,-53.437084526110496
642,76.52604574520608,-51.98539044853638
643,14.986687579405583,-49.880509563577235
644,-18.51564951943726,-48.86399500209026
645,47.92561631552778,-48.65684990541464
646,46.8147111609446,-46.63596669758555
647,-228.6696476282582,-47.7069748207864
648,-185.98950182413265,-49.74522163907198
649,48.73206579857016,-49.21071053567201
650,-40.16633412234843,-49.51123741195333
651,62.32917376798478,-46.85027819197347
652,73.41571440669578,-43.598598946687424
653,92.4628124892548,-42.97920809628769
654,-35.500737395789976,-43.21250307976063
655,-154.4609581917054,-44.224824151922114
656,70.5761785723754,-42.889845232262644
657,35.90651275911503,-42.352835213820796
658,63.317220659571475,-39.144432635600545
659,35.15387190631457,-38.78024150267267
660,54.75920491813091,-38.69675861723203
661,-74.95059303822799,-40.06376067148133
662,-5.660934180149389,-38.84450103131109
663,-51.166887837211206,-38.91011867896259
664,89.03965905061096,-37.45194354027031
665,17.42730902639787,-36.97665013152274
666,-73.23887788933824,-37.86634739723092
667,-12.391341646694817,-38.029081635159585
668,36.91059924237363,-36.01158623045229
669,-29.183923831121902,-32.901810533032126
670,72.98898864404983,-31.680202541379188
671,1.7762427356149004,-30.299422584480386
672,-167.38626534347077,-32.82821999866258
673,6.626914166894892,-30.36653390728237
674,-28.178061222719705,-30.593203993358905
675,59.57782695624309,-29.83257600828109
676,30.37735170969978,-27.97402061213397
677,5.035236484063206,-27.89535939463292
678,-25.889096861878386,-28.738658943153112
679,-21.362537438116092,-28.51358048708546
680,-127.54483235638216,-29.618338225479
681,78.12467326398387,-28.462871982598905
682,-113.15667643619571,-27.229171403318816
683,-271.69182818077263,-27.51157036450445
684,-247.31695784805072,-30.39930642738636
685,-28.00589697174218,-29.67442250998363
686,41.00433170451491,-28.31713631644907
687,-273.9317334503178,-28.030060859099393
688,51.85199401101131,-26.373186977338577
689,47.84270528151158,-25.64071363413515
690,1.7061403570062466,-25.36397218417077
691,48.15787181053069,-25.181907742875325
692,79.38270738796714,-23.698994246111816
693,24.785434300015048,-22.92005121658139
694,-2.036410644538904,-21.39706057714324
695,-90.17030746800393,-22.170592512024154
696,57.38162247383951,-21.99111234874411
697,-20.965561530085324,-22.699853440255232
698,21.933293159488628,-22.37112805125475
699,59.23823548563914,-22.370839719377237
700,-25.240618019122092,-20.605078706069634
701,7.317099373228395,-17.798330231662124
702,-71.80739819703264,-17.70604928451609
703,-44.167731716584946,-18.245217676609148
704,29.59074889721626,-18.72554897971318
705,72.4293166221901,-18.12076095547138
